accession	gene	Intensity 31579	Intensity 31581	Intensity 31578	Intensity 31580
P62245	Rps15a	115570000.0	459140000.0	329170000.0	316310000.0
Q9Z204	Hnrnpc	288760000.0	375590000.0	357930000.0	245740000.0
Q6ZQI3	Mlec	165690000.0	162590000.0	280380000.0	267320000.0
Q923D2	Blvrb	4879000000.0	6932000000.0	6649800000.0	6773800000.0
Q3THE2	Myl12b	58330000.0	813400000.0	1825400000.0	1061000000.0
Q9D8S4	Rexo2	461020000.0	480910000.0	1320800000.0	699090000.0
Q9CQF3	Nudt21	594660000.0	758370000.0	799830000.0	606080000.0
O88543	Cops3	439540000.0	1187800000.0	912460000.0	714450000.0
P68037	Ube2l3	1595700000.0	1538800000.0	828860000.0	1079900000.0
P99026	Psmb4	5765100000.0	8530200000.0	5866500000.0	3546500000.0
Q9JMI7	Tex101	1085300000.0	227070000.0	2070300000.0	736120000.0
Q8BVU5	Nudt9	205890000.0	193870000.0	697310000.0	431360000.0
Q9CQU0	Txndc12	439910000.0	910430000.0	1772800000.0	982000000.0
Q9JJV2	Pfn2	1545500000.0	958250000.0	1284200000.0	745320000.0
O89086	Rbm3	107860000.0	84530000.0	577110000.0	838740000.0
P57776	Eef1d	466310000.0	1013300000.0	826620000.0	811770000.0
P32020	Scp2	188550000.0	111730000.0	208580000.0	183130000.0
Q8BHG2		761100000.0	1006500000.0	749930000.0	341740000.0
Q8BG05	Hnrnpa3	427610000.0	136390000.0	248860000.0	166350000.0
Q91V64	Isoc1	597540000.0	519210000.0	411060000.0	686020000.0
Q9JI75	Nqo2	1540900000.0	776880000.0	475380000.0	412010000.0
Q9D0W5	Ppil1	1078500000.0	1265200000.0	1387200000.0	721180000.0
Q9CYR0	Ssbp1	217870000.0	558700000.0	549290000.0	595590000.0
Q9CPU0	Glo1	3853500000.0	4468300000.0	4326500000.0	3645800000.0
Q6PE15	Abhd10	102310000.0	14375000.0	289720000.0	85661000.0
Q9WTP7	Ak3	501050000.0	398480000.0	447090000.0	276890000.0
Q9R0X4;Q32MW3	Acot9;Acot10	199670000.0	191920000.0	443660000.0	400840000.0
Q9CQ19	Myl9	286600000.0	1167600000.0	262310000.0	126060000.0
Q91V76		1200900000.0	1119400000.0	1073100000.0	1300600000.0
Q91VM5	Rbmxl1	358070000.0	556000000.0	728850000.0	645570000.0
Q9Z1X4	Ilf3	346940000.0	385660000.0	281320000.0	381700000.0
Q9ESP1	Sdf2l1	420500000.0	270820000.0	717610000.0	189710000.0
P16406	Enpep	83885000.0	164420000.0	198300000.0	114940000.0
Q3UV17	Krt76	1870500000.0	5163200000.0	6393900000.0	2753600000.0
P42125	Eci1	1344300000.0	2052200000.0	1606700000.0	1062400000.0
P62960	Ybx1	12562000.0	32162000.0	64141000.0	45921000.0
Q9QYR9	Acot2	47860000.0			136260000.0
Q9QXK3	Copg2	66251000.0		166910000.0	13445000.0
Q922D4	Ppp6r3	23039000.0		123240000.0	4567500.0
Q8K2B3	Sdha	178700000.0	33018000.0	599370000.0	38617000.0
Q91VC3	Eif4a3	5205900.0	4069800.0	33266000.0	3543600.0
Q99KE1	Me2	294010000.0	146270000.0	418730000.0	45584000.0
Q8VIG3	Rsph1	49545000.0		324510000.0	
Q6PDI5	Ecm29	27918000.0	2191800.0	62197000.0	
P22907	Hmbs	314380000.0	346660000.0	275630000.0	22939000.0
Q9QXZ0	Macf1	25373000.0	105610000.0	58629000.0	7441100.0
Q8K4F5	Abhd11	189280000.0	82293000.0	398750000.0	52313000.0
P60122	Ruvbl1	1218600000.0	188240000.0	721870000.0	95751000.0
P21460	Cst3	17614000000.0	22952000000.0	24423000000.0	21960000000.0
Q9ESY9	Ifi30	1160900000.0	1958900000.0	1376100000.0	2351700000.0
Q924X6	Lrp8	181460000.0	35134000.0	432630000.0	332670000.0
Q9JJH1	Rnase4	298480000.0	1461400000.0	1020500000.0	1600200000.0
Q62217	Sema5a	189320000.0		332820000.0	71180000.0
P42703	Lifr	23202000.0		146000000.0	74008000.0
Q9QXX0	Jag1	29179000.0	244750000.0	113070000.0	445760000.0
Q8C0F9	Prss35	2016300000.0	1277900000.0	1333000000.0	304740000.0
Q76KF0	Sema6d	129340000.0	22763000.0	287970000.0	81834000.0
Q8BM88	Ctso	382670000.0	238080000.0	705490000.0	376110000.0
P01029	C4b	156370000.0	53963000.0	314990000.0	1084200000.0
O08746	Matn2	130510000.0	217350000.0	195570000.0	310900000.0
Q9DC11	Plxdc2	202230000.0	56622000.0	410920000.0	191940000.0
Q9DAW9	Cnn3	11877000.0	89824000.0	338530000.0	144780000.0
Q8R3R8	Gabarapl1		20197000.0	63378000.0	37575000.0
Q99J36	Thumpd1	201350000.0	68204000.0	525740000.0	239500000.0
P12265	Gusb	425930000.0	1239600000.0	747740000.0	1049300000.0
Q8VBW6	Nae1	637200000.0	124890000.0	798340000.0	249560000.0
Q9CQV6	Map1lc3b	462260000.0	658430000.0	681550000.0	925200000.0
P46935	Nedd4	47116000.0	457560000.0	146250000.0	287090000.0
Q9D662	Sec23b	82625000.0	172970000.0	331500000.0	150060000.0
O55013	Trappc3	116280000.0	405820000.0	617530000.0	347590000.0
P23506	Pcmt1	491020000.0	738750000.0	1660900000.0	704280000.0
Q9WVA3	Bub3	148590000.0	347170000.0	263660000.0	253170000.0
Q923G2	Polr2h	61015000.0	546950000.0	506880000.0	251610000.0
Q9QZ88	Vps29	621290000.0	527140000.0	553980000.0	410180000.0
Q9EQ80	Nif3l1	265730000.0	114850000.0	595530000.0	392770000.0
Q99LD4	Gps1	489630000.0	111920000.0	499020000.0	527510000.0
Q3TMX7	Qsox2	445010000.0	465250000.0	179880000.0	46792000.0
Q9QZ73	Dcun1d1	145600000.0	112630000.0	266010000.0	226320000.0
Q3UM45	Ppp1r7	335410000.0	104330000.0	541160000.0	382680000.0
P17047	Lamp2	2761100000.0	1937300000.0	4432000000.0	3258800000.0
Q8R050;Q149F3	Gspt1;Gspt2	50152000.0	47217000.0	991290000.0	760740000.0
P46664	Adss	67583000.0	377720000.0	309850000.0	787340000.0
Q62426	Cstb	1256800000.0	1685900000.0	1575700000.0	684620000.0
Q9WUK2	Eif4h	19081000.0	55490000.0	208410000.0	198190000.0
P50431	Shmt1	115990000.0	136310000.0	254850000.0	39248000.0
Q8BP48	Metap1	144410000.0	239890000.0	358880000.0	411460000.0
Q99020	Hnrnpab	524140000.0	1378700000.0	992400000.0	1573500000.0
Q8BK64	Ahsa1	510660000.0	418730000.0	614650000.0	435120000.0
Q9WV55	Vapa	136540000.0	192880000.0	169160000.0	108510000.0
P26883	Fkbp1a	1291300000.0	1341200000.0	1311300000.0	766170000.0
P55264	Adk	205290000.0	215720000.0	175600000.0	68930000.0
P21550	Eno3	74684000.0		277360000.0	44840000.0
P83940	Tceb1	469890000.0	414310000.0	515500000.0	166060000.0
P62281	Rps11		269700000.0	219020000.0	190480000.0
Q9CRC9	Gnpda2	337640000.0	534800000.0	467440000.0	506260000.0
P21300	Akr1b7	1116500000.0	777720000.0	651580000.0	253320000.0
Q925B0	Pawr	136260000.0	25098000.0	90029000.0	66215000.0
Q91V12	Acot7	360110000.0	167940000.0	747050000.0	132210000.0
Q9CX80	Cygb	388980000.0	443480000.0	410440000.0	194090000.0
Q8VDG5	Ppcs	163080000.0	13963000.0	235390000.0	137350000.0
P56812	Pdcd5	499690000.0	873570000.0	810550000.0	295050000.0
Q9WUZ9	Entpd5	142270000.0	71929000.0	722820000.0	175440000.0
Q61206	Pafah1b2	1234000000.0	1350100000.0	1172200000.0	1614100000.0
Q8QZS1	Hibch	656040000.0	164510000.0	558920000.0	571590000.0
Q8CG72	Adprhl2	426250000.0	321540000.0	622440000.0	629420000.0
Q60692	Psmb6	4199100000.0	3441700000.0	7072200000.0	3670400000.0
Q8CJG0	Ago2	217980000.0	152270000.0	216930000.0	186020000.0
P14873	Map1b	90236000.0	352610000.0	89058000.0	192420000.0
P47199	Cryz	129270000.0	27101000.0	160550000.0	106570000.0
P56376	Acyp1	1795300000.0	644100000.0	2108400000.0	546870000.0
Q9R1Z7	Pts	13988000.0	153570000.0	323450000.0	87110000.0
Q7TSV4	Pgm2	609640000.0	1291700000.0	844670000.0	654900000.0
Q9DCC4	Pycrl	122920000.0	166410000.0	197230000.0	212250000.0
P38647	Hspa9	142300000.0	128090000.0	136840000.0	193540000.0
P14869	Rplp0	835600000.0	537390000.0	1682700000.0	2256600000.0
P99027	Rplp2	934730000.0	2030200000.0	2164400000.0	689330000.0
P51855	Gss	993590000.0	792780000.0	603320000.0	1208200000.0
P19536	Cox5b	82972000.0	88462000.0	76151000.0	38738000.0
Q8K3C3	Lzic	104810000.0	190620000.0	219220000.0	109080000.0
P84089	Erh	1114000000.0	834470000.0	863660000.0	209000000.0
Q99LJ6	Gpx7	192040000.0	127250000.0	274710000.0	358050000.0
Q924M7	Mpi	1610900000.0	1117300000.0	1430100000.0	1898700000.0
O88851	Rbbp9	579630000.0	1037500000.0	799370000.0	611780000.0
P63323	Rps12	944950000.0	1404500000.0	1349200000.0	804200000.0
Q61029;Q61033	Tmpo	52004000.0	88718000.0	166080000.0	113780000.0
Q9D6J6	Ndufv2	163530000.0	141050000.0	1998700000.0	1261600000.0
Q9JIQ3	Diablo	442290000.0	245560000.0	1136600000.0	190370000.0
Q9Z0X1	Aifm1	595590000.0	466890000.0	738090000.0	528270000.0
Q8BHA3	Dtd2	276140000.0	321140000.0	255050000.0	189470000.0
Q6PDM2	Srsf1	71484000.0	113520000.0	74930000.0	95345000.0
P11404	Fabp3	1629500000.0	1553400000.0	1082000000.0	1171900000.0
P62806	Hist1h4a	1506400000.0	5568300000.0	2049300000.0	2274300000.0
P97350	Pkp1	6808600.0	16320000.0	49142000.0	7649600.0
Q6A4J8	Usp7	24592000.0		62895000.0	9555600.0
Q62148	Aldh1a2	451640000.0	56160000.0	649560000.0	190370000.0
Q8K4Z5	Sf3a1	10807000.0	3998700.0	45010000.0	2349200.0
Q9JJ78	Pbk	159480000.0		229640000.0	12035000.0
Q9EPK7	Xpo7	35517000.0		124560000.0	
Q9D1G1	Rab1b	22172000.0	11732000.0	77823000.0	13052000.0
Q9WUD8	Faim	153830000.0	75263000.0	117100000.0	29539000.0
Q8BI72	Cdkn2aip	5231300.0	32225000.0	88430000.0	10716000.0
P12399	Ctla2a	14320000.0	790380000.0	100650000.0	485490000.0
Q9CQ01	Rnaset2	2312800000.0	2494100000.0	3078100000.0	2830600000.0
Q9ER65	Clstn2	15749000.0	237330000.0	90969000.0	278970000.0
O08992	Sdcbp	52254000.0	624270000.0	189330000.0	691890000.0
P08905	Lyz2	404430000.0	1115200000.0	784690000.0	1585200000.0
P97467	Pam	610690000.0	200870000.0	433000000.0	283160000.0
Q8R242	Ctbs	482460000.0	651880000.0	1034000000.0	1324000000.0
P27090	Tgfb2	1195200000.0	650980000.0	843720000.0	471280000.0
Q61646	Hp	1211500000.0	2452600000.0	1273500000.0	2007900000.0
Q9WVG5	Lipg	177890000.0	114380000.0	124840000.0	195820000.0
P08226	Apoe	81689000.0	388240000.0	275400000.0	292870000.0
Q04997	Inha	326910000.0	149160000.0	642320000.0	59623000.0
P14901	Hmox1	541620000.0	927480000.0	416870000.0	890490000.0
P29416	Hexa	663870000.0	609680000.0	1247500000.0	672410000.0
A2ASQ1	Agrn	391930000.0	2728500000.0	277600000.0	2872900000.0
P35822	Ptprk	38373000.0	476990000.0	109590000.0	328010000.0
Q9QZZ6	Dpt	375830000.0	853800000.0	226420000.0	793040000.0
Q8VCF1	Cant1	417160000.0	583150000.0	370850000.0	473140000.0
Q8VCC9	Spon1	135090000.0	535230000.0	152630000.0	348730000.0
Q99JR5	Tinagl1	319090000.0	163010000.0	271280000.0	160280000.0
P61922	Abat	1323700000.0	75126000.0	1271900000.0	649910000.0
O88322	Nid2	410690000.0	334700000.0	126430000.0	267220000.0
Q91VU0	Fam3c	285570000.0	1783300000.0	343080000.0	1422700000.0
P97461	Rps5	104370000.0	246580000.0	173220000.0	91012000.0
Q9ET22	Dpp7	295620000.0	484570000.0	794020000.0	457960000.0
P36993	Ppm1b	17573000.0	28002000.0	233670000.0	98744000.0
Q9QYB1	Clic4	695760000.0	828840000.0	726550000.0	1242200000.0
P84078;P61205;Q8BSL7	Arf1;Arf3;Arf2	626700000.0	911560000.0	469120000.0	514630000.0
P61082	Ube2m	103490000.0	129100000.0	156340000.0	124940000.0
P42227	Stat3	426200000.0	38005000.0	306360000.0	112170000.0
Q8JZV9	Bdh2	414850000.0	416530000.0	603890000.0	249320000.0
Q8BP47	Nars	168300000.0	91363000.0	216130000.0	69881000.0
Q920A5	Scpep1	223800000.0	397590000.0	335700000.0	655440000.0
P20065	Tmsb4x	70554000.0	6483800.0	76813000.0	16596000.0
O70433	Fhl2	229520000.0	93096000.0	307030000.0	276230000.0
Q9CX34	Sugt1	155530000.0	61530000.0	220850000.0	137150000.0
Q6P4T2	Snrnp200	10203000.0	44683000.0	44487000.0	57843000.0
Q8JZK9	Hmgcs1	81476000.0	359300000.0	418280000.0	319650000.0
O35405	Pld3	388100000.0	329920000.0	384230000.0	261250000.0
P63166	Sumo1	207160000.0	197450000.0	501210000.0	122560000.0
Q9DBH5	Lman2	124840000.0	177710000.0	266940000.0	318940000.0
Q61553	Fscn1	309020000.0	1050900000.0	201310000.0	1016600000.0
Q07813	Bax	304900000.0	554940000.0	214340000.0	245550000.0
Q9Z1Q9	Vars	32147000.0	84896000.0	95754000.0	105390000.0
Q61239	Fnta	140870000.0	268290000.0	580380000.0	327950000.0
O70591	Pfdn2	158820000.0	148880000.0	138030000.0	108190000.0
Q91YR1	Twf1	836310000.0	455510000.0	579660000.0	806830000.0
O55135	Eif6	1112300000.0	1491800000.0	1076300000.0	1021500000.0
Q569Z6	Thrap3	28909000.0	12261000.0	94019000.0	52570000.0
Q8R4N0	Clybl	167380000.0	28709000.0	224080000.0	156680000.0
Q9JIW9	Ralb	137190000.0	186040000.0	192570000.0	116080000.0
Q60676	Ppp5c	567200000.0	464250000.0	556590000.0	150370000.0
P62774	Mtpn	481950000.0	1288700000.0	1070300000.0	404740000.0
O35593	Psmd14	394340000.0	345990000.0	705720000.0	477270000.0
Q7TNG5	Eml2	451180000.0	750670000.0	381610000.0	522950000.0
Q9CWM4	Pfdn1	108170000.0	241980000.0	90676000.0	115540000.0
Q810B6	Ankfy1	103910000.0	52958000.0	53773000.0	26297000.0
P62075	Timm13	63008000.0	28603000.0	91370000.0	22386000.0
Q9JJA4	Wdr12	11554000.0	45046000.0	208430000.0	74946000.0
Q3V1T4	Lepre1	96751000.0		144540000.0	140010000.0
O35226	Psmd4	457930000.0	197390000.0	775810000.0	174690000.0
Q61205	Pafah1b3	697060000.0	596190000.0	687690000.0	728940000.0
P97855	G3bp1	299720000.0	146660000.0	262420000.0	208550000.0
P14069	S100a6	1334600000.0	5985600000.0	805100000.0	2830500000.0
P70349	Hint1	681510000.0	549030000.0	511810000.0	291400000.0
Q99LD8	Ddah2	576730000.0	570750000.0	146310000.0	232220000.0
Q9Z2Y8	Prosc	477620000.0	975910000.0	233850000.0	190020000.0
O70493	Snx12	250340000.0	218570000.0	1065400000.0	995620000.0
Q60817;P70670	Naca	82279000.0	282170000.0	1432900000.0	1198500000.0
Q8VD62	Bles03	229510000.0	144170000.0	309670000.0	109440000.0
O55131	2018-09-07 00:00:00	153260000.0	493430000.0	159250000.0	976440000.0
Q9CR98	Fam136a	37818000.0	36010000.0	126740000.0	107570000.0
Q9CWZ3	Rbm8a	208880000.0	401500000.0	659420000.0	101310000.0
Q8CIB5	Fermt2	166910000.0	217250000.0	201840000.0	320930000.0
O54998	Fkbp7	44708000.0	166850000.0	151220000.0	95757000.0
P54775	Psmc4	147400000.0	224590000.0	522070000.0	173320000.0
P54728	Rad23b	743980000.0	562780000.0	624620000.0	551270000.0
Q99L13	Hibadh	187680000.0	205490000.0	385810000.0	193170000.0
Q91Z53	Grhpr	149290000.0	198890000.0	426340000.0	348050000.0
Q8BL66	Eea1	141960000.0	81711000.0	76791000.0	201590000.0
Q9CR09	Ufc1	518250000.0	575790000.0	425320000.0	441680000.0
P24270	Cat	1112100000.0	392250000.0	449480000.0	1160600000.0
P62270	Rps18	29930000.0	390550000.0	140550000.0	318970000.0
P59999	Arpc4	3439100000.0	6695000000.0	3500000000.0	3589500000.0
P63280	Ube2i	1475200000.0	1700800000.0	1070600000.0	1459700000.0
P50543	S100a11	1029000000.0	1811300000.0	902160000.0	1305400000.0
Q9CQE1	Nipsnap3b	764280000.0	241600000.0	684130000.0	223400000.0
Q9D358	Acp1	300790000.0	394150000.0	356510000.0	391880000.0
Q8BFS6	Cpped1	178910000.0	487270000.0	502060000.0	479490000.0
Q3UEB3	Puf60	90886000.0	61907000.0	117750000.0	38851000.0
Q9CQ45	Nenf	39062000.0	346550000.0	518900000.0	338400000.0
Q99KR7	Ppif	362890000.0	249790000.0	95030000.0	61676000.0
Q8BGS2	Bola2	132930000.0	71257000.0	165060000.0	61172000.0
P56380	Nudt2	30290000.0	377000000.0	405030000.0	345960000.0
Q62189	Snrpa	191900000.0	242320000.0	280800000.0	317490000.0
Q9DB29	Iah1	550790000.0	402550000.0	520660000.0	230600000.0
P62889	Rpl30	114870000.0	492910000.0	201580000.0	209530000.0
P26350	Ptma	603650000.0	673820000.0	1276800000.0	740520000.0
P70202	Lxn	818800000.0	779620000.0	1049100000.0	1084900000.0
P32067	Ssb	69842000.0	142070000.0	98309000.0	76592000.0
Q8VCA8	Scrn2	340230000.0	106380000.0	638800000.0	236020000.0
P59024	Fkbp14	68623000.0	81239000.0	105540000.0	85696000.0
Q8BGB7	Enoph1	514700000.0	336040000.0	389650000.0	262370000.0
Q9D6N1	Ca13	672100000.0	679410000.0	977940000.0	690600000.0
P60670	Nploc4	49442000.0	84630000.0	100130000.0	66538000.0
Q99KP3	Cryl1	322450000.0	93771000.0	293270000.0	306860000.0
Q8BGD9	Eif4b	25632000.0	71698000.0	136800000.0	151080000.0
P56391	Cox6b1	76033000.0	36080000.0	90008000.0	48404000.0
Q8VCR7	Abhd14b	14176000000.0	26528000000.0	769620000.0	858450000.0
Q8VBV7	Cops8	46179000.0	285120000.0	241550000.0	321610000.0
Q03265	Atp5a1	197850000.0	156330000.0	312260000.0	100500000.0
P11930	Nudt19	80348000.0	286400000.0	332630000.0	241040000.0
Q3UGR5	Hdhd2	778470000.0	1021500000.0	1495600000.0	1073700000.0
O35295	Purb	371770000.0	364120000.0	267580000.0	513020000.0
P42669	Pura	231820000.0	784470000.0	568140000.0	762250000.0
Q71RI9	Ccbl2	377850000.0	31864000.0	556320000.0	347790000.0
Q99LG2	Tnpo2	25087000.0		40702000.0	
Q9CQI7	Snrpb2		6378300.0	27066000.0	4419600.0
Q3ULJ0	Gpd1l	19662000.0	9508500.0	78794000.0	28649000.0
O35969	Gamt	437710000.0	661820000.0	418970000.0	345090000.0
Q9DA79	Dpep3	426730000.0	7641300.0	299910000.0	
Q9CZU3	Skiv2l2	77947000.0		71435000.0	7706100.0
Q9DBT5	Ampd2	155030000.0	19069000.0	74943000.0	21958000.0
Q9JLV5	Cul3	80852000.0		128750000.0	
Q3UHX2	Pdap1		4433700.0	69687000.0	26174000.0
Q8K2V1	Ppp4r1	6483200.0		89889000.0	
P39061	Col18a1	216350000.0	808980000.0	135700000.0	77184000.0
Q99KJ8	Dctn2	47111000.0	35239000.0	364080000.0	30955000.0
O35900	Lsm2	32588000.0	20915000.0	114620000.0	1331700.0
P50429	Arsb	113500000.0	113170000.0	397850000.0	118940000.0
P27661	H2afx		140510000.0	129630000.0	69620000.0
Q9ER10	Prss22	310460000.0	6672700000.0	178740000.0	12459000000.0
P33434	Mmp2	808230000.0	1946100000.0	254860000.0	3845300000.0
Q8QZR4	Oaf	365890000.0	721530000.0	493210000.0	888630000.0
P06869	Plau	327860000.0	34231000000.0	216140000.0	27233000000.0
P28798	Grn	124140000.0	712570000.0	112930000.0	432150000.0
Q07235	Serpine2		148290000.0	251200000.0	251840000.0
P01887	B2m	29945000000.0	21298000000.0	23140000000.0	21301000000.0
P20060	Hexb	63967000.0	749750000.0	196030000.0	812320000.0
Q00993	Axl	747760000.0	1560700000.0	778970000.0	1105300000.0
Q61810	Ltbp3	68945000.0	72662000.0	76573000.0	62985000.0
O35188	Cx3cl1	956850000.0	1116700000.0	1318500000.0	1263700000.0
Q07079	Igfbp5	189140000.0	197790000.0	178840000.0	317510000.0
Q8BHN0	Ppm1l	109330000.0	64632000.0	72094000.0	18761000.0
P13595	Ncam1	122600000.0	1231500000.0	133660000.0	1317100000.0
Q9DAN8	Cst12	2644700000.0	5661500000.0	10906000000.0	2750900000.0
Q3UHN9	Ndst1	104570000.0	132420000.0	129110000.0	59251000.0
P82198	Tgfbi	222530000.0	820200000.0	183100000.0	2214900000.0
P63037	Dnaja1	44486000.0	32413000.0	103690000.0	68633000.0
Q9CR51	Atp6v1g1	46419000.0	29438000.0	94648000.0	35227000.0
P63001;P60764	Rac1;Rac3	271620000.0	1194600000.0	172000000.0	586790000.0
Q8R1F1	Fam129b	121240000.0	283430000.0	189640000.0	241310000.0
Q8BVQ5	Ppme1	151260000.0	105060000.0	195360000.0	90463000.0
Q9DB05	Napa	75100000.0	42161000.0	194310000.0	125010000.0
O70318	Epb41l2	59930000.0	22735000.0	396200000.0	157550000.0
O70492	Snx3	281880000.0	271010000.0	318510000.0	322250000.0
Q9EQX4	Aif1l		19117000.0	71841000.0	97886000.0
P54823	Ddx6	230450000.0	310980000.0	312700000.0	471000000.0
Q8K310	Matr3	79993000.0	66982000.0	229650000.0	337280000.0
P62264	Rps14	3800400.0	125310000.0	69738000.0	108440000.0
P16110	Lgals3	23095000.0	50856000.0	126760000.0	70218000.0
Q8BY87	Usp47	6649600.0	235390000.0	275300000.0	487840000.0
Q8BFY9	Tnpo1	354340000.0	243770000.0	302070000.0	224510000.0
Q8BG95	Ppp1r12b	10274000.0	12586000.0	40161000.0	27278000.0
Q99JI6;P62835	Rap1b;Rap1a	328140000.0	401500000.0	108120000.0	100260000.0
Q9WUL7	Arl3	506320000.0	285320000.0	448730000.0	271970000.0
Q9DBG9	Tax1bp3	116250000.0	297100000.0	286650000.0	171860000.0
P48036	Anxa5	38794000.0	90850000.0	125560000.0	203640000.0
P42225	Stat1	414930000.0	32796000.0	99904000.0	15203000.0
Q8K354	Cbr3	137000000.0	298880000.0	216520000.0	481340000.0
Q9DCH4	Eif3f		131760000.0	203420000.0	296700000.0
Q9CQW1	Ykt6	340140000.0	242520000.0	175930000.0	157380000.0
Q9CX56	Psmd8	728690000.0	569130000.0	1257700000.0	463370000.0
Q9QZQ8	H2afy	63189000.0	268740000.0	105950000.0	161940000.0
O88685	Psmc3	111010000.0	86903000.0	203020000.0	156770000.0
Q9CQJ6	Denr	130150000.0	356240000.0	165630000.0	132670000.0
Q8VEB4	Pla2g15	98507000.0		280610000.0	192170000.0
Q9CQE8		65407000.0	14260000.0	150690000.0	30124000.0
P48758	Cbr1	276090000.0	469170000.0	240780000.0	549210000.0
Q8BP40	Acp6	389420000.0	285050000.0	632940000.0	503420000.0
Q8VCT3	Rnpep	24696000.0	897410000.0	281060000.0	217140000.0
P63168	Dynll1	54928000.0	78055000.0	200260000.0	24446000.0
Q8BI84	Mia3	19471000.0		65140000.0	8928500.0
Q9Z1B5	Mad2l1	334730000.0	307430000.0	137880000.0	77938000.0
Q9EQS3	Mycbp	120140000.0	32751000.0	158840000.0	26553000.0
Q9DCT5	Sdf2	69536000.0	109430000.0	114800000.0	182610000.0
P47941	Crkl	276300000.0	66179000.0	250590000.0	164800000.0
P11031	Sub1	338590000.0	324570000.0	529760000.0	242210000.0
Q9DBP5	Cmpk1	923890000.0	1094000000.0	977590000.0	776380000.0
P54726	Rad23a	88761000.0		202920000.0	84519000.0
P52503	Ndufs6	54208000.0	6380800.0	31868000.0	20153000.0
P47738	Aldh2	219950000.0	432110000.0	257710000.0	308420000.0
P28656	Nap1l1	206570000.0	1277900000.0	595960000.0	838090000.0
Q78ZA7	Nap1l4	7522600.0	204750000.0	422580000.0	486470000.0
Q8BQ47	Cnpy4	120810000.0	138750000.0	134660000.0	205190000.0
P62814	Atp6v1b2	1069900000.0	246750000.0	430210000.0	81652000.0
Q6NZJ6	Eif4g1	90554000.0	230340000.0	269390000.0	333340000.0
Q9QXA5	Lsm4	17726000.0	146500000.0	150940000.0	101410000.0
P49442	Inpp1	446360000.0	267490000.0	386350000.0	285530000.0
P62488	Polr2g	77236000.0	59491000.0	119090000.0	71563000.0
Q03958	Pfdn6	94037000.0	211830000.0	127120000.0	95117000.0
O35344	Kpna3	589840000.0	175010000.0	507600000.0	502080000.0
Q9D8S9	Bola1	26638000.0	75029000.0	46360000.0	10670000.0
Q9WU28	Pfdn5	22639000.0	90311000.0	100960000.0	107240000.0
Q9JI46	Nudt3	227660000.0	434490000.0	584340000.0	376830000.0
Q9CR68	Uqcrfs1	85198000.0	371940000.0	745560000.0	262490000.0
Q9D6Y7	Msra	134410000.0	156110000.0	181880000.0	208600000.0
Q4VAA2	Cdv3	55107000.0	159570000.0	148300000.0	116930000.0
P61759	Vbp1	198830000.0	222170000.0	263040000.0	284770000.0
P60867	Rps20	14581000.0	533400000.0	434800000.0	372660000.0
Q9WUP7	Uchl5	254200000.0	26123000.0	254590000.0	107630000.0
Q8BPG6	Sumf2	21501000.0	95083000.0	289750000.0	208210000.0
P70665	Siae	112580000.0	83828000.0	257630000.0	117500000.0
P63276	Rps17	27648000.0	110770000.0	135870000.0	127470000.0
P35585	Ap1m1	279890000.0	104480000.0	411220000.0	352110000.0
P62082	Rps7	63383000.0	259810000.0	114500000.0	210530000.0
Q8BJW6	Eif2a	73704000.0	239050000.0	79783000.0	404030000.0
P35564	Canx	402970000.0	639830000.0	108230000.0	295470000.0
P31230	Aimp1	77155000.0	515170000.0	154750000.0	315520000.0
Q9CXW4	Rpl11	215720000.0	548710000.0	272140000.0	230660000.0
Q9QZ23	Nfu1	110270000.0	100740000.0	451710000.0	182010000.0
Q9D0M5	Dynll2	546220000.0	474050000.0	651570000.0	309740000.0
Q91YP3	Dera	31224000.0		206790000.0	112650000.0
Q9CR86	Carhsp1	68369000.0	43946000.0	157620000.0	90866000.0
Q8VDQ1	Ptgr2	217040000.0	662420000.0	450180000.0	295040000.0
P13707	Gpd1	82257000.0	160740000.0	285430000.0	438880000.0
Q6P3D0	Nudt16	93096000.0	16968000.0	155550000.0	51327000.0
Q6P069	Sri	198670000.0	136230000.0	262920000.0	276800000.0
Q9D1J3	Sarnp	330880000.0	162180000.0	181550000.0	189490000.0
Q6NSR8	Npepl1	648880000.0	226050000.0	610950000.0	434750000.0
P23198	Cbx3	193220000.0	408170000.0	365920000.0	112760000.0
Q91WK1	Spryd4	43483000.0	40904000.0	75055000.0	46771000.0
Q6IRU5	Cltb	701790000.0	640240000.0	478870000.0	554100000.0
Q505B7	Zbtb8os	235040000.0	479100000.0	234000000.0	238560000.0
P56375	Acyp2	193820000.0	57876000.0	145510000.0	139860000.0
Q920B9	Supt16h	106220000.0	703610000.0	473250000.0	1757400000.0
P55821	Stmn2	566450000.0	582310000.0	400270000.0	262070000.0
Q922V4	Plrg1	159330000.0	87999000.0	187950000.0	172300000.0
Q9CQR2	Rps21	1096800000.0	184190000.0	266610000.0	159010000.0
P56395	Cyb5a	172360000.0	693960000.0	974440000.0	440990000.0
P52760	Hrsp12	318370000.0	348540000.0	293570000.0	446970000.0
Q9CYW4	Hdhd3	87182000.0	37096000.0	122940000.0	37960000.0
P27048;P63163	Snrpb;Snrpn	438010000.0	427110000.0	728580000.0	726720000.0
Q8C0C7	Farsa	37281000.0	27891000.0	87910000.0	19525000.0
P17897	Lyz1		1750100.0		9412500.0
